Category,Namespace,Type Name,Attribute Name,Type,Cardinality,Definition
attribute,cdm.product.collateral,CollateralInterestHandlingParameters,notification,CollateralInterestNotification,(0..1),Specifies the terms describing notification requirements.
data type,cdm.product.collateral,CollateralInterestNotification,,,,Represents the parameters describing when notifications should be made for required collateral interest transfers.
attribute,cdm.product.collateral,CollateralInterestNotification,trigger,string,(1..1),"Specifies what triggers notification (should be enum) Interest Statement Frequency, Period End Date."
attribute,cdm.product.collateral,CollateralInterestNotification,offset,number,(1..1),Specifies the number of days before (negative) or after (positive) the trigger event.
attribute,cdm.product.collateral,CollateralInterestNotification,notificationTime,time,(1..1),Specifies the time of day that the notification should occur.
attribute,cdm.product.collateral,CollateralInterestNotification,notificationDayType,DayTypeEnum,(1..1),The type of days on which notification should occur.
data type,cdm.product.collateral,InterestAmountApplication,,,,A class to specify the application of Interest Amount with respect to the Delivery Amount and the Return Amount.
attribute,cdm.product.collateral,InterestAmountApplication,returnAmount,ReturnAmount,(1..1),The application of Interest Amount with respect the Return Amount.
attribute,cdm.product.collateral,InterestAmountApplication,deliveryAmount,DeliveryAmount,(1..1),The application of Interest Amount with respect the Delivery Amount.
data type,cdm.product.collateral,ReturnAmount,,,,A class to specify the application of Interest Amount with respect the Return Amount.
attribute,cdm.product.collateral,ReturnAmount,includesDefaultLanguage,boolean,(0..1),"Default language is included when True, and excluded when False."
attribute,cdm.product.collateral,ReturnAmount,customElection,string,(0..1),Custom election that might be specified by the parties to the agreement.
data type,cdm.product.collateral,DeliveryAmount,,,,A class to specify the application of Interest Amount with respect the Delivery Amount.
attribute,cdm.product.collateral,DeliveryAmount,standardElection,DeliveryAmountElectionEnum,(0..1),The standard election as specified by an enumeration.
attribute,cdm.product.collateral,DeliveryAmount,customElection,string,(0..1),The custom election that might be specified by the parties to the agreement.
data type,cdm.product.collateral,ContactElection,,,,"A class to specify the parties' election to specify contact information, in relation to elections such as the Addresses for Transfer or the Demand and Notices as specified in the ISDA Credit Support Annex agreement."
attribute,cdm.product.collateral,ContactElection,partyElection,PartyContactInformation,(2..2),The parties' contact information election.
data type,cdm.legaldocumentation.master,MasterAgreementSchedule,,,,The set of elections which specify a Master Agreement.
attribute,cdm.legaldocumentation.master,MasterAgreementSchedule,clause,MasterAgreementClause,(1..*),Clauses that have had elections made against them in this Master Agreement. There must be at least one clause defined in the agreement.
data type,cdm.legaldocumentation.master,MasterAgreementClause,,,,Defines clauses that make up a Master Agreement
attribute,cdm.legaldocumentation.master,MasterAgreementClause,identifer,MasterAgreementClauseIdentifierEnum,(1..1),Unique identifier for the clause
attribute,cdm.legaldocumentation.master,MasterAgreementClause,name,string,(0..1),Optional textual description of the clause.
attribute,cdm.legaldocumentation.master,MasterAgreementClause,counterparty,CounterpartyRoleEnum,(0..2),Optional counterparty role. This can be used where a clause needs to be assigned to a specific party on the agreement based upon their role i.e. Party A or Party B.
attribute,cdm.legaldocumentation.master,MasterAgreementClause,otherParty,PartyRoleEnum,(0..*),Optional party. This can be required for umbrella agreements where a clause may need to be assigned to a specific party who may or may not be on the agreement.
attribute,cdm.legaldocumentation.master,MasterAgreementClause,variant,MasterAgreementClauseVariant,(1..*),Allows multiple variants to be defined for a clause. This needs to be an array as some clauses can specify different variants for different parties. At least one variant must be specified for a clause.
data type,cdm.legaldocumentation.master,MasterAgreementClauseVariant,,,,Sets the details for a specific variant associated to a clause in a Master Agreement
attribute,cdm.legaldocumentation.master,MasterAgreementClauseVariant,identifier,MasterAgreementVariantIdentifierEnum,(1..1),Unique identifier for this variant
attribute,cdm.legaldocumentation.master,MasterAgreementClauseVariant,name,string,(0..1),Optional textual description of the variant.
attribute,cdm.legaldocumentation.master,MasterAgreementClauseVariant,counterparty,CounterpartyRoleEnum,(0..2),Optional counterparty role. This can be used where a clause needs to assign a different variant to the different parties on the agreement based upon their role i.e. Party A or Party B.
attribute,cdm.legaldocumentation.master,MasterAgreementClauseVariant,otherParty,PartyRoleEnum,(0..*),Optional party. This can be used where a clause needs to assign different variants to different parties who may or may not be on the agreement.
attribute,cdm.legaldocumentation.master,MasterAgreementClauseVariant,variableSet,MasterAgreementVariableSet,(0..*),For some variants of some clauses additional details are required to work out what has been elected. This array can be used to define the name and value of these variables. Please refer to the agreement documentation for more details of the variables that are available for any clause.
data type,cdm.legaldocumentation.master,MasterAgreementVariableSet,,,,Defines a type where additional variables associated to clauses and their variants can be described.
attribute,cdm.legaldocumentation.master,MasterAgreementVariableSet,variableSet,MasterAgreementVariableSet,(0..*),"For some variants a table of variables is required. To support this use case we need to be able to specify variables within variables. Including a variable set here gives us infinite nesting opportunities - realistically we are only ever expecting that a table would need to be defined for any particular clause, so we would expect two levels of nesting as a maximum i.e. variableSet->variableSet->name/value."
attribute,cdm.legaldocumentation.master,MasterAgreementVariableSet,name,string,(0..1),The name of the variable
attribute,cdm.legaldocumentation.master,MasterAgreementVariableSet,value,string,(0..1),The value for this variable
data type,cdm.legaldocumentation.master,EquitySwapMasterConfirmation2018,,,,Specification for the General Terms and Relationship Supplement Elections as provided in the 2018 ISDA CDM Equity Confirmation for Security Equity Swap.
attribute,cdm.legaldocumentation.master,EquitySwapMasterConfirmation2018,typeOfSwapElection,ReturnTypeEnum,(1..1),"Per Part 1 Section 4, 'Dividend Obligations', of the 2018 ISDA CDM Equity Confirmation, Para 4.2 'Dividend Returns'"
attribute,cdm.legaldocumentation.master,EquitySwapMasterConfirmation2018,pricingMethodElection,PriceReturnTerms,(1..1),"Per Part 1 Section 5, 'Pricing', of the 2018 ISDA CDM Equity Confirmation, Para 5.1"
attribute,cdm.legaldocumentation.master,EquitySwapMasterConfirmation2018,linearInterpolationElection,InterpolationMethodEnum,(1..1),"Per Part 1 Section 3, 'Floating Obligations', of the 2018 ISDA CDM Equity Confirmation. Para 3.3"
attribute,cdm.legaldocumentation.master,EquitySwapMasterConfirmation2018,settlementTerms,SettlementTerms,(1..1),"Per Part 1 Section 8, 'Settlement', of the 2018 ISDA CDM Equity Confirmation for Security Equity Swap"
